,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,Ges_Type
0,615.6996459960938,280.6273193359375,617.5112915039062,306.2411193847656,592.184326171875,306.11614990234375,566.7179565429688,321.8002014160156,564.711181640625,353.1942138671875,635.22998046875,308.15386962890625,637.232421875,345.2923278808594,639.1694946289062,374.67547607421875,615.6731567382812,374.7158203125,601.9329833984375,374.6658020019531,599.9295654296875,425.665283203125,588.2577514648438,474.6465148925781,627.4557495117188,376.65081787109375,625.465087890625,429.4586181640625,619.654052734375,474.6322021484375,611.7517700195312,274.8697814941406,619.5010986328125,274.8821105957031,603.9454956054688,282.6096496582031,623.5115356445312,282.6112060546875,625.463623046875,486.39483642578125,633.281005859375,482.492919921875,617.6464233398438,476.63031005859375,592.1433715820312,486.32965087890625,586.2227783203125,482.4461364746094,588.3247680664062,476.63189697265625,down
1,613.703125,276.7179870605469,615.64990234375,304.1459655761719,592.1541748046875,302.20947265625,566.6416625976562,317.8111267089844,558.8466186523438,349.15606689453125,633.365966796875,304.2574768066406,635.3486938476562,337.5010070800781,637.235107421875,368.8240051269531,613.6644897460938,368.8707275390625,600.0226440429688,368.8323669433594,592.13037109375,415.94720458984375,586.2801513671875,462.9621276855469,621.6109008789062,368.9176330566406,619.6863403320312,421.7124328613281,617.6992797851562,466.7415771484375,605.9478759765625,274.697998046875,617.6324462890625,274.7305908203125,603.8232421875,276.7370300292969,621.6148681640625,276.80078125,619.6817016601562,478.5593566894531,631.2859497070312,478.460693359375,615.6380004882812,474.54339599609375,588.2059936523438,476.627685546875,578.4625244140625,476.51385498046875,586.3525390625,468.7560119628906,down
2,598.0086669921875,223.75726318359375,592.1285400390625,245.44642639160156,572.4827880859375,243.46412658691406,541.196533203125,259.1752014160156,539.3048095703125,290.4905090332031,617.52783203125,251.28094482421875,617.694091796875,288.3864440917969,617.6904907226562,317.8723449707031,588.2742309570312,317.9027099609375,574.5133056640625,317.8257141113281,570.5665893554688,368.76849365234375,556.9521484375,415.91583251953125,602.0204467773438,319.77325439453125,599.9617309570312,368.8786926269531,588.3499145507812,417.8206481933594,590.2232666015625,214.12188720703125,601.9454345703125,216.02806091308594,586.2515869140625,223.7571258544922,605.8707885742188,225.70413208007812,592.1441040039062,431.4573669433594,601.88427734375,429.6025085449219,586.3509521484375,423.6988830566406,558.8712158203125,429.62396240234375,554.8499755859375,429.50018310546875,558.8692016601562,421.6954040527344,down
3,568.63134765625,172.86770629882812,568.594970703125,200.30972290039062,541.28857421875,196.4852752685547,509.8976135253906,212.1877899169922,509.78619384765625,245.46441650390625,588.219970703125,206.19705200195312,590.1724853515625,241.5198516845703,590.2689819335938,272.8872985839844,558.9227294921875,274.7231140136719,545.179931640625,272.85601806640625,543.194091796875,327.67108154296875,539.3443603515625,382.6156311035156,572.6585083007812,274.78912353515625,570.6180419921875,331.58001708984375,564.70751953125,382.5455322265625,560.8187866210938,165.1722412109375,570.6905517578125,167.0007781982422,554.9869384765625,172.93331909179688,578.4218139648438,174.84716796875,568.5948486328125,396.18731689453125,572.5654907226562,392.3098449707031,558.84619140625,384.5736999511719,541.3191528320312,398.0892333984375,537.2938842773438,396.19842529296875,541.2135009765625,386.47161865234375,down
4,558.9207153320312,229.68177795410156,556.9938354492188,259.10418701171875,537.296875,257.12579345703125,505.88018798828125,272.9088134765625,505.8851318359375,306.23046875,584.321044921875,261.1226806640625,586.3231201171875,302.18951416015625,586.3416748046875,335.483642578125,556.8213500976562,335.42730712890625,541.2327880859375,333.540283203125,541.220458984375,392.3011169433594,539.3032836914062,447.19232177734375,570.6061401367188,335.4790954589844,568.56640625,392.3453369140625,558.8383178710938,445.2703857421875,556.83837890625,225.8826446533203,568.6326904296875,225.8879852294922,550.9718017578125,229.7078857421875,572.6320190429688,229.75137329101562,558.867919921875,460.87005615234375,570.5533447265625,458.9549255371094,556.8560180664062,449.1310119628906,541.3104248046875,462.789306640625,537.2225952148438,460.9378356933594,541.1665649414062,453.0513610839844,down
5,572.6260986328125,227.7918701171875,572.5184936523438,259.21331787109375,547.0902709960938,259.05511474609375,513.7772216796875,274.84326171875,511.8560485839844,315.9349060058594,598.06103515625,262.9990234375,601.9640502929688,304.1097717285156,603.9479370117188,337.477783203125,572.5216064453125,339.4409484863281,556.8888549804688,339.4293212890625,556.8473510742188,402.09051513671875,556.8745727539062,460.91607666015625,586.3551635742188,339.4310302734375,586.2363891601562,400.2173767089844,584.2399291992188,456.99072265625,570.588134765625,225.8015594482422,580.391845703125,225.77792358398438,558.908203125,229.69398498535156,588.1688232421875,227.87144470214844,584.28759765625,474.5668029785156,588.3180541992188,470.655029296875,576.472900390625,460.9576416015625,560.8247680664062,476.56451416015625,554.8516235351562,476.51123046875,558.873046875,462.94000244140625,down
6,547.1162719726562,216.0564727783203,549.0831298828125,249.33412170410156,523.5732421875,245.46182250976562,488.29815673828125,270.85284423828125,490.2420349121094,311.9926452636719,572.6369018554688,255.11959838867188,582.389892578125,292.4620361328125,586.2607421875,333.4819641113281,554.8319091796875,335.50494384765625,539.154541015625,335.555419921875,541.159912109375,400.1240234375,543.215087890625,460.90118408203125,570.4937133789062,335.4533386230469,570.5370483398438,398.2254943847656,570.6043090820312,458.9288330078125,541.2508544921875,212.10977172851562,554.88330078125,212.0830078125,537.2979125976562,217.95742797851562,560.7931518554688,216.00160217285156,572.591552734375,474.5705261230469,584.2633056640625,468.7034912109375,566.6876831054688,462.8734436035156,552.9759521484375,476.55731201171875,541.2523193359375,476.5395812988281,549.0166015625,464.8128356933594,down
7,503.96661376953125,208.1907196044922,507.8858947753906,241.49606323242188,478.5105285644531,241.46925354003906,443.248291015625,261.1190185546875,443.19866943359375,306.1394958496094,535.358642578125,241.5676727294922,543.1569213867188,288.4342346191406,551.0023803710938,325.7177734375,511.8653564453125,335.5060729980469,494.2697448730469,335.5674133300781,505.8964538574219,400.2675476074219,509.9449768066406,462.9142761230469,529.470703125,335.4435729980469,537.317138671875,400.10198974609375,539.220458984375,458.8851013183594,494.28289794921875,200.38125610351562,507.9691162109375,198.4239501953125,492.1593322753906,210.01644897460938,521.5596923828125,206.23585510253906,541.1980590820312,474.6121520996094,552.9118041992188,468.7292785644531,535.3295288085938,462.8550109863281,515.7666625976562,478.6343688964844,507.83416748046875,478.609619140625,515.7890014648438,468.75921630859375,down
8,462.83807373046875,198.33837890625,470.692626953125,239.4366455078125,441.25360107421875,235.6225128173828,400.196533203125,259.1666564941406,398.2880859375,304.1783142089844,498.16998291015625,239.5315399169922,511.81317138671875,286.4884948730469,519.6609497070312,327.6844482421875,478.4540100097656,335.4944152832031,460.8626403808594,337.39483642578125,464.884765625,411.9207763671875,478.57904052734375,476.52740478515625,494.2674255371094,333.5727844238281,507.9057312011719,402.164794921875,517.6751098632812,474.55657958984375,458.9523620605469,194.4827117919922,468.74005126953125,194.41043090820312,449.2188720703125,196.50840759277344,480.4788818359375,196.3516082763672,513.7774047851562,488.3201904296875,525.4957885742188,482.5021667480469,513.8145141601562,478.51904296875,480.47393798828125,492.17376708984375,472.6446533203125,490.27886962890625,486.3751525878906,478.622802734375,down
9,425.5816345214844,198.4502716064453,443.2473449707031,239.45159912109375,408.0240478515625,235.57449340820312,368.78424072265625,259.2120056152344,359.0572204589844,306.06427001953125,476.4794616699219,239.5506134033203,486.33453369140625,288.5099792480469,492.1201171875,335.4535827636719,445.2087707519531,339.4354553222656,423.6956481933594,341.3578796386719,433.46978759765625,417.82196044921875,445.30474853515625,488.33056640625,462.9007873535156,337.555419921875,476.5788269042969,415.8408508300781,486.3399658203125,488.3529968261719,417.8214416503906,194.5211181640625,431.42242431640625,194.4917449951172,0.0,0.0,447.2330627441406,196.38714599609375,480.4766540527344,507.85162353515625,492.3211364746094,505.90557861328125,486.3335266113281,494.1968078613281,449.17047119140625,507.8487548828125,441.25390625,505.9537353515625,449.171142578125,492.30401611328125,down
