,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,Ges_Type
0,553.01171875,210.01889038085938,554.82275390625,253.18760681152344,509.9517822265625,245.444580078125,462.8427429199219,261.0719299316406,404.0890808105469,272.7721862792969,590.177978515625,257.0782775878906,601.952880859375,310.016845703125,602.0232543945312,364.8690185546875,552.9205322265625,372.7156066894531,525.522705078125,372.7618103027344,527.4752807617188,462.90399169921875,531.4133911132812,541.278076171875,572.64111328125,372.73077392578125,584.343994140625,460.8710021972656,588.2434692382812,539.1795043945312,543.1993408203125,198.45654296875,558.8233642578125,198.40716552734375,537.3128051757812,210.07949829101562,572.5671997070312,210.07545471191406,590.205322265625,556.840576171875,602.008544921875,554.8446044921875,586.321533203125,541.2612915039062,523.5101928710938,562.8080444335938,511.8465270996094,557.0021362304688,539.2067260742188,551.000244140625,left
1,552.994384765625,210.09719848632812,553.0073852539062,253.25433349609375,509.92559814453125,247.3313751220703,462.8106384277344,261.14581298828125,404.1006164550781,272.80706787109375,588.3309936523438,257.1361999511719,601.9263305664062,312.0015563964844,601.9270629882812,366.76849365234375,551.014892578125,374.6968688964844,525.4677734375,376.6222229003906,525.5977172851562,464.88323974609375,529.4365844726562,545.1505737304688,572.6022338867188,374.7044982910156,584.2415771484375,462.778564453125,588.1466674804688,541.1924438476562,543.1534423828125,202.27049255371094,556.9990234375,200.3245849609375,537.2550048828125,210.14732360839844,572.534423828125,210.1348876953125,590.2072143554688,556.9524536132812,601.9976196289062,554.9507446289062,586.2060546875,549.0292358398438,519.6920776367188,568.6556396484375,509.890869140625,562.7413330078125,537.32177734375,554.8651733398438,left
2,549.0387573242188,219.93515014648438,545.1099853515625,264.9716796875,505.91827392578125,259.17059326171875,453.0462341308594,274.7357177734375,394.3177185058594,282.61566162109375,588.19775390625,272.718017578125,594.1398315429688,329.6117858886719,592.1696166992188,384.5264587402344,541.1854248046875,392.3067626953125,511.8880920410156,392.2904357910156,511.83392333984375,490.2177429199219,515.7350463867188,570.6700439453125,570.5059814453125,392.33624267578125,572.5036010742188,480.5469665527344,574.5486450195312,570.510009765625,541.1270751953125,212.05718994140625,556.8554077148438,212.05979919433594,527.54541015625,221.8804931640625,570.637939453125,221.8759765625,576.513671875,586.3544311523438,588.280029296875,586.1844482421875,572.556396484375,574.4953002929688,503.9626159667969,592.1915283203125,494.17730712890625,588.218505859375,523.5592041015625,578.4603881835938,left
3,539.1792602539062,223.78602600097656,537.2163696289062,270.8669128417969,492.1485900878906,261.12652587890625,435.44378662109375,276.7010803222656,370.80584716796875,286.48760986328125,576.461181640625,274.787841796875,586.2515258789062,335.597900390625,584.2807006835938,398.13653564453125,525.50634765625,402.12542724609375,496.1202087402344,402.1110534667969,494.2299499511719,505.9071350097656,494.2474060058594,590.2303466796875,554.9069213867188,402.14935302734375,556.8073120117188,500.06329345703125,556.9171142578125,588.2249755859375,527.5367431640625,212.1503143310547,545.1542358398438,212.1668701171875,519.6487426757812,221.8937225341797,558.89306640625,225.6949462890625,556.9801025390625,609.8087158203125,572.5298461914062,605.8486938476562,554.9421997070312,596.0877685546875,478.5954284667969,617.516357421875,474.5796813964844,607.818115234375,502.0522155761719,601.8883056640625,left
4,527.5361938476562,214.00941467285156,525.5299072265625,264.9665832519531,480.45068359375,259.08709716796875,425.611328125,272.8218994140625,353.1407165527344,274.8427734375,572.5162963867188,272.8465881347656,576.489990234375,335.56591796875,574.547119140625,398.1902770996094,511.8901062011719,406.0116271972656,486.3468322753906,404.0633850097656,480.4538879394531,509.87664794921875,480.4727783203125,601.9769897460938,541.2845458984375,407.9932556152344,543.2367553710938,507.9617004394531,547.0929565429688,601.8755493164062,523.5100708007812,208.16864013671875,539.2926025390625,210.02369689941406,509.7980041503906,212.19985961914062,554.8600463867188,216.01055908203125,551.0142211914062,619.6409301757812,560.833251953125,617.6747436523438,541.2825317382812,605.890869140625,462.8853759765625,625.428955078125,458.88623046875,619.5314331054688,490.2744445800781,609.8106079101562,left
5,527.4984130859375,206.24131774902344,525.5457153320312,257.14910888671875,478.51251220703125,247.37863159179688,419.73272705078125,261.1440124511719,351.14215087890625,270.8202819824219,572.5703735351562,263.0397033691406,578.4298706054688,333.47918701171875,574.5275268554688,396.23468017578125,509.9267272949219,400.2142639160156,480.4700927734375,400.1697082519531,478.4992980957031,509.8227233886719,478.4515075683594,603.8576049804688,541.1783447265625,402.15350341796875,541.2828369140625,507.9416809082031,543.1986083984375,602.0072631835938,521.6533203125,196.34521484375,539.2966918945312,196.40065002441406,507.9726257324219,208.0989990234375,554.9464111328125,210.02952575683594,543.1917114257812,625.4361572265625,556.9955444335938,619.678955078125,541.2495727539062,607.8328857421875,460.90655517578125,629.3594360351562,453.0602722167969,619.647216796875,482.4671325683594,613.7040405273438,left
6,525.4967651367188,196.4486541748047,523.567626953125,253.22842407226562,474.6363525390625,243.396240234375,413.9353942871094,257.103515625,339.40045166015625,259.1219177246094,570.6693115234375,259.2008972167969,574.5816040039062,331.6111145019531,572.4987182617188,398.233154296875,505.9654846191406,400.20416259765625,476.4806823730469,400.1254577636719,470.67413330078125,509.9031982421875,466.7432556152344,605.9161987304688,537.2846069335938,402.164794921875,539.2426147460938,509.8315124511719,539.2672729492188,605.8359985351562,517.675048828125,190.4824676513672,539.1524047851562,190.5606231689453,505.9793701171875,196.4005584716797,554.852294921875,198.4443359375,535.3436889648438,633.2412109375,549.0808715820312,631.2705078125,537.30859375,615.6586303710938,447.1646728515625,633.3760986328125,441.31427001953125,627.4558715820312,476.4983215332031,617.6143798828125,left
7,525.5272216796875,184.7082061767578,523.5723876953125,241.53330993652344,474.5757751464844,231.70729064941406,411.9217529296875,245.40106201171875,339.4110412597656,249.34042358398438,572.489013671875,251.28172302246094,576.518310546875,321.806884765625,572.6032104492188,388.452880859375,505.96533203125,398.16497802734375,474.6014099121094,396.2083435058594,466.7483215332031,507.939453125,464.8305969238281,603.94873046875,539.166259765625,400.1355285644531,539.28173828125,507.8482666015625,539.2484741210938,603.837646484375,517.7278442382812,178.72776794433594,539.1622314453125,178.82008361816406,505.9422912597656,184.63746643066406,554.8995361328125,192.45794677734375,537.262939453125,631.2830200195312,551.0054931640625,625.4568481445312,537.2351684570312,607.8286743164062,445.1419372558594,633.2476196289062,437.3898010253906,623.491455078125,476.48883056640625,615.6580200195312,left
8,566.6427612304688,174.8096466064453,558.9252319335938,227.70526123046875,511.8237609863281,216.04544067382812,451.11767578125,229.69483947753906,384.4574279785156,231.6470184326172,609.8228759765625,237.57875061035156,617.5520629882812,308.1317138671875,605.919921875,376.6217956542969,541.1632080078125,378.6089782714844,509.8249816894531,374.69287109375,505.9342346191406,490.283447265625,505.8696594238281,586.3093872070312,572.4761352539062,382.48809814453125,572.5291748046875,490.2182922363281,572.53173828125,588.226806640625,556.849853515625,163.11083984375,574.513916015625,164.9813690185547,541.3341674804688,167.04896545410156,590.2545166015625,176.7705078125,566.71044921875,613.7141723632812,582.38134765625,609.7974243164062,572.5166015625,596.0596923828125,478.4646301269531,611.7252807617188,474.5475158691406,603.8802490234375,509.8544616699219,598.02734375,left
9,580.3729858398438,176.76815795898438,576.5352172851562,227.7926483154297,529.5127563476562,221.83103942871094,474.59039306640625,229.7275390625,407.9697265625,233.63954162597656,627.4199829101562,239.54905700683594,633.3648071289062,308.08001708984375,625.483642578125,378.6418151855469,556.929443359375,380.5647888183594,525.635986328125,376.67926025390625,523.5997924804688,488.3234558105469,523.5323486328125,586.2177734375,588.2301635742188,382.55255126953125,588.3190307617188,488.291259765625,588.3367309570312,588.2656860351562,570.6902465820312,164.99166870117188,588.33984375,165.06365966796875,556.9889526367188,170.9814910888672,605.9509887695312,178.68865966796875,584.3101196289062,609.8050537109375,600.0213623046875,607.8203125,588.32861328125,598.06396484375,496.1890869140625,607.7926635742188,492.2710876464844,601.9661865234375,527.4841918945312,594.1201782226562,left
